10 0 4 8787459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459
11 0 72 100100371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371 371
12 1 1 64640 0 159 0 159 0 0 159 0 159 159 0 159 159 0 159 0 159 0 0 159 0 0 0 159 159 159 159 0 159 0 159 159 0 0 0 159 159 159 159 0 0 159 0 0 0 0 159 0
13 1 1 73730.0 0.0 0.0 0.0 0.0 0.0 0.0 26.91718069066215 51.999999999999986 73.53910524340094 90.06664199358163 100.45628593406309 104.0 100.4562859340631 90.06664199358163 73.53910524340098 52.000000000000036 26.91718069066214 1.2736326711132473e-14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.917180690662104 51.99999999999992 73.53910524340098 90.06664199358164 100.4562859340631 104.0 100.45628593406312 90.06664199358167 73.53910524340102 51.99999999999998 26.91718069066234 3.8208980133397417e-14 0.0 0.0 0.0 0.0 0.0 0.0
14 0 4 8787407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407 407
15 0 72 100100550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550
16 0 72 100100535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535
17 0 72 100100563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563 563
18 1 1 73730.0 0.0 0.0 0.0 0.0 0.0 0.0 41.41104721640331 79.99999999999997 113.1370849898476 138.5640646055102 154.5481322062509 160.0 154.54813220625093 138.5640646055102 113.13708498984766 80.00000000000006 41.41104721640329 1.9594348786357652e-14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.41104721640324 79.99999999999989 113.13708498984766 138.56406460551023 154.54813220625093 160.0 154.54813220625095 138.56406460551025 113.13708498984774 79.99999999999997 41.4110472164036 5.878304635907295e-14 0.0 0.0 0.0 0.0 0.0 0.0
19 1 1 64640 113 113 0 113 113 113 0 113 0 0 0 0 0 113 113 113 0 113 0 0 113 113 113 113 0 113 0 0 0 0 113 113 113 0 0 113 113 0 0 113 0 0 113 113 113 0 113 0
20 0 4 8787476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476 476
21 0 4 9090452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452 452
22 1 1 73730.0 0.0 0.0 0.0 0.0 0.0 0.0 25.881904510252067 49.999999999999986 70.71067811865474 86.60254037844388 96.59258262890683 100.0 96.59258262890683 86.60254037844388 70.71067811865478 50.000000000000036 25.881904510252056 1.2246467991473532e-14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.881904510252024 49.99999999999993 70.71067811865478 86.60254037844388 96.59258262890683 100.0 96.59258262890684 86.60254037844392 70.71067811865484 49.99999999999998 25.88190451025225 3.6739403974420595e-14 0.0 0.0 0.0 0.0 0.0 0.0
23 1 1 6464104 104 0 0 0 104 0 104 0 104 104 0 104 104 104 0 0 104 104 104 104 0 0 104 104 104 0 0 0 104 0 104 104 0 0 0 104 104 0 0 104 104 104 0 104 0 0 0 104
24 0 4 8787454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454 454
25 0 72 100100470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470
26 0 4 9090493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493 493
27 0 72 100100551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551 551
28 1 1 6464142 0 142 142 0 0 0 142 0 0 0 142 142 142 0 142 142 0 142 142 0 142 142 0 142 0 142 0 142 0 142 142 142 142 142 142 142 0 142 142 0 142 142 142 142 0 0 0 142
29 0 4 9090459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459
30 1 1 6464164 0 0 0 0 164 164 164 164 164 0 0 164 164 0 164 0 0 164 0 164 0 164 0 164 0 0 0 0 0 164 164 164 164 164 164 0 164 164 164 164 0 164 0 164 0 0 0 0
31 0 4 8787478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478 478
32 0 4 8787449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449 449
33 1 1 55550 0 385 385 385 385 0 0 0 385 385 0 385 385 385 0 0 385 0 385 385 0 0 0 385 385 385 385 0 0 0 0 0 0 385 385 0 385 0 0 385 385 385 385 385 385 0 385 0
34 0 4 9090474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474
35 1 1 6464102 102 0 102 0 102 102 102 0 102 0 0 102 102 102 102 0 0 0 102 0 102 0 0 102 102 0 102 0 0 0 0 0 0 102 0 102 102 102 0 102 0 102 0 0 102 102 102 102
36 1 1 6464140 140 140 0 0 0 140 140 140 0 140 0 0 0 0 0 0 140 0 140 0 140 0 0 140 0 0 140 140 0 140 140 140 0 0 140 140 0 140 140 140 0 0 0 0 0 140 140 0
37 1 1 73730.0 0.0 0.0 0.0 0.0 0.0 0.0 36.75230440455794 70.99999999999997 100.40916292848974 122.9756073373903 137.16146733304768 142.0 137.1614673330477 122.9756073373903 100.4091629284898 71.00000000000004 36.75230440455792 1.7389984547892416e-14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 36.752304404557876 70.9999999999999 100.4091629284898 122.97560733739031 137.1614673330477 142.0 137.1614673330477 122.97560733739036 100.40916292848986 70.99999999999997 36.752304404558195 5.216995364367724e-14 0.0 0.0 0.0 0.0 0.0 0.0
38 1 1 55550 422 422 422 0 422 0 422 422 0 422 0 0 0 422 0 0 422 0 422 0 0 422 422 0 422 422 422 422 422 422 0 0 0 422 0 0 422 422 0 422 0 422 0 0 0 422 0 422
39 0 4 9090418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418
40 0 4 8787466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466
41 0 72 100100466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466
42 1 1 6464158 158 158 158 0 158 158 0 0 0 0 158 158 0 158 0 0 158 0 0 158 158 0 0 0 158 158 158 0 158 158 0 158 158 158 0 0 0 0 0 0 0 0 158 0 0 0 158 0
43 0 72 100100514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514 514
44 0 72 100100550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550 550
45 0 4 9090470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470 470
46 0 4 9090474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474 474
47 0 4 9090473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473 473
48 1 1 5555598 0 0 0 598 0 0 598 598 598 0 0 0 598 0 0 0 598 598 0 598 0 598 0 0 598 598 0 598 0 598 598 598 0 598 598 598 0 0 598 598 0 598 0 0 0 598 598 598
49 1 1 73730.0 0.0 0.0 0.0 0.0 0.0 0.0 26.65836164555963 51.499999999999986 72.83199846221439 89.20061658979719 99.49036010777402 103.0 99.49036010777404 89.20061658979719 72.83199846221443 51.500000000000036 26.65836164555962 1.2613862031217738e-14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.658361645559584 51.49999999999993 72.83199846221443 89.20061658979719 99.49036010777404 103.0 99.49036010777405 89.20061658979724 72.83199846221449 51.49999999999998 26.65836164555982 3.784158609365321e-14 0.0 0.0 0.0 0.0 0.0 0.0
50 1 1 6464108 108 108 108 0 0 108 108 0 108 0 108 0 108 0 108 108 108 108 108 108 108 108 0 0 108 108 0 108 108 0 108 108 0 108 0 0 0 0 0 0 0 0 0 0 0 108 0 108
51 0 72 100100440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440 440
52 1 1 5555322 0 0 322 322 322 322 322 0 322 322 0 322 0 322 0 322 0 322 322 322 0 0 322 322 322 0 322 0 322 0 322 322 0 0 0 0 0 0 0 0 322 0 322 0 322 0 0 322
53 0 72 100100560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560 560
54 0 4 9090468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468 468
